,Comment,Likes,channel,Comment_preprocessing
1,오와영상마다언박싱인데그냥문구류이런게아니라아이패드에어팟책장이라부잔가했는데이번영상보고확신했다문구점만원어치쇼핑이라니개부럽다ㅏㅏ,31,eunseo,
2,은서님항상열심히예쁜영상올려주셔서너무감사해요,5,eunseo,
3,엄훠이런갬성갬성너무좋아저도오랜만에핫트랙스한번구경가야겠어요오,5,eunseo,
4,완전은서님처럼심플하고뽀짝하신것만사셨네요저도나중에핫트랙스꼭갈거에요그나저나이삿짐차문에머리박으셨다니ㅋㅋㅋ아프실것같지만너무귀여우신거아닌가요언박싱많은게은서님영상의포인트아닌가요크크크오늘영상도너무너무좋았고진짜매일매일사랑하고존경합니다좋은밤보내세요,6,eunseo,
5,진짜ㅠㅠㅠㅠ이은서님만의느낌너무조타죠,3,eunseo,
6,감성브이로그는역시은서님,1,eunseo,
7,은서님저어제부터은서님영상을알고리즘에서발견해서구독한구독자인데요생각보다퀄리티너무높으시고딱제스타일의영상이라너무좋았습니다진짜완전영상들하나하나가다너무좋네요ㅠㅠㅠㅠㅠ아진짜은서님같은으로서존경하고앞으로열심히댓글남기며은서님영상잘볼게요은서님을알게된날유튜브야내댓글지우지마라제발,1,eunseo,
8,완죤기다렸어요오늘영상도너무갬성갬성하네요으어머리혹난건괜찮으세요ㅜㅜㅜ은서님다치시면안되는데너무나도소듕한존재이신데아프지말아요인스타에서도은서님피드올라왔나매일확인해요부계개랑본계로팔로우하고있어요ㅎㅎ팔로우늘여드리고싶은제마음헤헤우와핫트랙스애서만원너무부럽네요ㅋㅋㅋㅋ헤븐님파우치저도사려고요은서님영상보고사야겠다는생각이들어서항상이쁜것만골라사시자나용ㅎㅎ계속따라서사고있어요ㅋㅋ학교생활잘적응하시고다음영상도기대할께요,1,eunseo,
9,ㅎㅎㅎ저도핫트랙스그저께다녀왔는데이쁜거넘많아서만원탕진했습니다또가고가고싶ㄷ브이로그감성이뿜어나네요제방은자연광이안들어와서ㅠㅠ항상열심히영상챙겨봐요구독과좋아요했고인스타도팔로우중입니다항상좋은영상감사합니다,7,eunseo,
10,처음봤는데영상퀄리티랑감성너무좋아요자극도받고구좋완하구갑니당,5,eunseo,
11,아진짜너무좋아요너무좋아요ㅠㅠㅠㅠ아니정말사진보정영상분위기다너무이쁘고아름다워요ㅠㅠㅜㅜㅜ설탕샵은처음알았는데이쁜게너무많네요ㅠㅠㅠㅠ특히노트패드랑플래너저두구경하고몇개구매해보겠슴둥,3,eunseo,
12,언니영상이점점이뻐요영상하나하나소듕해,0,eunseo,
13,오늘영상너무너무너무이쁘다당영상에나온인생네컷오늘갔다왔는데은서도갔었구낭감성있는카폐나도갈려고했지만코로롱땜에못가봣지만가봐야겟땨ㅎㅎ설탕샵완젼최고핫트랙스만원지른거진쨔미쵸땨나두저날핫트랙스갔었는데이쁜거짱많았지만난돈이없어서아무것두못사지만만원치산거완전미춋땨땨플렉스멋졍그림자감성진짜힐링되구은서영상진짜사랑함다ㅠㅠ여름이얌ㅎㅎ,2,eunseo,
14,은서님은서님영상너무예쁘세요ㅠㅠㅠ그런데언박싱하는부분이너무많아서좀아쉬운것같아요ㅠㅜ매영상언박싱하는분량이너무많아서일상적인부분이많이없어서아쉽더라구요다음영상은공부하시는부분비중도늘려주시면더예쁜영상이될것같아용,0,eunseo,
15,은서님영상퀄은언제나ㅠㅠ짱이에요ㅠㅠㅠㅠㅠㅠ흑흑,1,eunseo,
16,와우핫트랙스만원넘게산거너무나리스펙멋있으면다언니랫써언니ㅎㅎ오늘도영상잘보고가감성여러번말하지만진짜너무예쁘고그냥걍사랑해,0,eunseo,
17,진짜로감성그득하게사시네요무채색같이공부밥유튜브가일상인저와다르게말이죵,0,eunseo,
18,우아은서님영상기다렸어요중학교가셔서많이힘드실텐데올려주셔서넘감사해용암튼화이팅입니다,0,eunseo,
19,오늘영상도너무좋았어용,0,eunseo,
0,됬됐아이패드파우치는라이트피플아이패드파우치입니다어떤분께서제팬방을만들어주셨어요비번은제가태어난년도와날짜링크거니깐계속스팸처리되서오픈채팅에유튜버은서라고검색하심나와요거기선공부질문고민수다궁금하신거편하게물어보세요제영상스포와올라오는영상썸네일도고르실수있어요ㅋㅋㅋㅋ,45,eunseo,
1,저도장풍쌤과학강의듣는중입니다장풍쌤강의진짜이해잘되고암기법을재밌고쉽게해주셔서한달전에배운것도생생하게기억이나요열공대단해요,4,eunseo,
2,역시은서님영상만보면공부자극너무와요항상이쁜영상감사드려요,6,eunseo,
3,영상이뻐용은서님공부하는모습넘보기조아요좋은영상감사해요시간이나공부하시다니짱이에요,3,eunseo,
4,은서님영상잘올리시네용그냥일상브이로그공부다잘하시는것같아용저도은서님처럼일상을잘올리고싶어용은서님정말잊지않을께용정말사랑합니다,0,eunseo,
5,와시간이나하셨어요저는절대못채울공시네요오늘영상도고퀄에다가기본고딕체여서뭔가깔끔했어용은서님팬톡방에도들어갔어요영상잘보고가요,0,eunseo,
6,인강엠베스트국어유현진수학이지연사회곽주현과학장풍추천드려용,13,eunseo,
7,지나가는고입니다예비중이신데공부열심히하시는모습이너무멋집니다정말꼰대같긴하지만교과목공부도좋아요근데다양한책을많이읽으시면좋겠어요중학생때는책을읽은아이와안읽은아이의차이가뚜렷하지않습니다근데고등학생되면어릴때책많이읽었던얘들이반짝반짝빛납니다진짜예요고등학생되서후회하지마시구책많이읽어주세요교과목공부보다책에를맞춰주세요,0,eunseo,
8,은서언니파이팅함께하는그날까지응원합니다,1,eunseo,
9,진짜저랑같은나이지만너무비교되는것오늘영상도너무예뻐요은서님은항상분위기짱이세요,1,eunseo,
10,동갑이신데공부도열심히하시고영상도예쁘셔요구독하고가요,1,eunseo,
11,헉ㅠㅠ방홍보진짜감사합니다ㅜㅜ은서님역시너무고퀄리티영상아닌가요ㅠㅠ,6,eunseo,
12,다른영상이랑은비교도안될정도로예쁘다,0,eunseo,
13,와역시오늘영상도짱공부자극받고가요,0,eunseo,
14,저보다어린데도부지런하게사는영상보면서나도더열심히살아야겠다느껴요좋은영상잘보고가요,0,eunseo,
15,진짜해야할영어수학공부만딱딱맞춰서엄청잘하구있네요집에하루종일먹고노는동생한테너랑같이수능볼애라고이영상보여주고싶을지경ㅠㅠ이영상보니까내가공부다한기분이네요ㅎㅎ대리만족하고갑니다응원할게요,0,eunseo,
16,어제일찍자버린게나의실수은서님영상올라올줄알았으면보고잤을텐데따흑저도드디어곧아이패드병완치합니당저희엄마가교직원이셔서교육할인으로사면에어팟도준다네요은서님영상너무이쁘세요흥하세요,1,eunseo,
17,헐대박이다난인데언니라고할게요언니진짜로대단해요저는이영상보고공부자극받아서시간찍으러가여,0,eunseo,
18,진짜항상자극받고가요ㅠㅠ혹시공부집중잘하는법있을까요,0,eunseo,
19,믿고보는고퀄영상,42,eunseo,
0,빠,19,eunseo,
1,여러분반년만에돌아왔네요보고싶었어요반년만에업로드라그런지떨렸네요이번영상은방꾸미기영상이라그동안에근황영상들은아마다음주나다다음주에올라갈듯해요다들기다려주셔서감사합니다ㅠㅠ다음근황영상도최대한빨리들고오도록하고다시예전처럼꾸준히올려보도록할게요이번방꾸미기영상은가볍게봐주시고다음영상으로길게찾아뵙도록할게요ㅂ,57,eunseo,
2,반년만에드디어ㅠㅠㅠ존버탄보람이있군요방너무이쁘세요,6,eunseo,
3,전영상들다돌려보면서계속기다렸어요ㅠㅠ와주셔서감사합ㄴ당오늘도은서님만의감성이그득그득담겨있네요,5,eunseo,
4,아진짜진짜너무보고싶었어요ㅠㅠ역시오늘영상도감성뿜뿜은서님더더인기많아지세요진짜,1,eunseo,
5,와ㅠㅠ넘모기다렸어요ㅜㅠ은서님다시돌아오니까기쁘네용영상잘볼게요,0,eunseo,
6,평소브이로그를좋아해서자주찾아봤었는데이렇게영상이예쁘신분은처음이네요공부도열심히하시는모습이너무멋져요앞으로도예쁜영상많이올려주세요사실저은서님하고동갑이에용ㅎㅎ,0,eunseo,
7,은서님의감성이너무좋아요오늘도힐링하고갑니다,1,eunseo,
8,언제봐도너무좋은은서님일상븨로그,1,eunseo,
9,이런인간미도있으면서인트로도대박이고꾸미는것도잘하는당신최고야,1,eunseo,
10,드뎌ㅠㅠㅠㅠ미쳤다ㅠㅠㅠㅠ방분위기미쳤고크로플미쳤고ㅠㅠㅠ어니수전증ㅋㅋㅋㅋㅋㅋㅋ싱기해요,0,eunseo,
11,드디어돌아오셨네요기다리고있었어요ㅠㅠ,0,eunseo,
12,헐영상너무예쁘고반년동안기다린보람이있네요잘보고가요,0,eunseo,
13,너무기다렸어요영상너무이쁩니다ㅠㅠ자주올려주세요,1,eunseo,
14,진짜너무기다렸어요인스타근황도보면서은서님영상만기다리고있었어요막상영상뜨니까꿈만같음,0,eunseo,
15,시문학교수님ㅜㅜㅜㅜㅜ사랑해요영상존버성공,13,eunseo,
16,헐헐드디어돌아오셨구나ㅠㅠ,1,eunseo,
17,과목별문제집추천영상부탁해요,0,eunseo,
18,언니영상올리는거계속기다렸어요오늘도영상넘예쁘네요,0,eunseo,
19,헐ㅜㅜㅜㅠㅜㅜ은서님너무오랜만이에요앞으로도재밌는영상자주올려주세요,0,eunseo,
20,기다렸어용다시와주셔서감사합니다유오늘도영상잘볼게용항상응원해요,0,eunseo,
21,흐엉완전기다렸어요ㅠㅠ오랜마뉴갬성댑악오늘영상도이뻐요잘보고갈게용,4,eunseo,
22,은서님븨로그가감성철철이지,0,eunseo,
23,헐엄청기다렸어요진짜은서님못하시는게뭐에요,0,eunseo,
24,저희반담임쌤이코로나확진이여서은서님영상정주행하면서자가격리하구있어요ㅠㅠㅠㅠ은서님영상많이기다렸어요,0,eunseo,
25,은서님돌아오셨따아ㅜㅠㅠ얼마나영상기다렸다구요ㅠㅠ계속영상올라왔나하면서계속정주행했죸ㅎㅎㅋㅎㅋ,0,eunseo,
26,언니사랑해요ㅠㅠ내가얼마나기다렸는데,0,eunseo,
27,아니진짜ㅠㅠㅠㅠㅠㅠㅠ왜이제오셨어요ㅠㅠㅠㅠ역시존버단은성공하군요와아니ㅠㅠㅠㅠ진짜너무기다렸어요ㅠㅠ바쁜데영상올려주셔서너무너무감사합니당ㅠㅠㅠ,0,eunseo,
28,기다렸어요좋은영상감사합니다,1,eunseo,
29,헐대박은서님미쳤다이거얼마만이에요이감성그리웠다고요ㅠㅠ,1,eunseo,
30,헐기다렸는데ㅠㅠㅠ오늘도감성뿜뿜이에여ㅠㅠ,1,eunseo,
31,자는이날만을기달렸어요졸은양상얼려주셔서감사합니다그럼저는이영상보여수학영어학원가도록하겠습니다그나저나저선반이쁘네,0,eunseo,
32,와은서진짜오랜만이다ㅜㅠㅠ보구싶었어영퀄도완전예뻣저구마잉,0,eunseo,
33,이게얼마만의영상인가요진짜왜알람이안떠서일주일이나지났는지ㅠㅠ어쨌든즐감하고앞으로영상자주올려주세요,0,eunseo,
34,미칫나박은서ㅠㅠ존버성공이다증말초코송이가와크로플인가그거설탕너무많이부어서오우씨하는거아주인상깊엇음,14,eunseo,
35,전에데일리브이로그로처음알게되었는데벌써년존버성공이다람쥐,0,eunseo,
36,아진짜완전짱많이기다렸어여,0,eunseo,
37,한개월전에처음알아서영상계속다매일보고엄청기다렸는데드디어영상올라왔네요재밌게보고갈께요,0,eunseo,
38,진차몇개월을기다렸는지몰라요역시존버는승리한다,1,eunseo,
39,헐ㅠㅠ저도크로플에설탕무쳐서먹ㅇ어요은서님크로플완전잘만드세요,1,eunseo,
0,정말지독한블랙덕후로써몸과마음이편안해지네요감사합니다,6,feellim,
1,오ㅓ우저도나름블랙조아한다생각했는데손톱깎이랑고무장갑은상상도못했네여ㅋㅋㅋ,16,feellim,
2,블랙성애자로서너무감명깊은공간이네요,80,feellim,
3,블랙매력이너무좋아요항상응원합니다,1,feellim,
4,어으ㅡ진짜제가원하던집입니다ㅜㅜㅜㅜ대리만족감사해요ㅜㅜㅜㅜㅜㅜ,20,feellim,
5,저도블랙덕후로서보기편안하고인테리어도좋네요잘보구갑니다,1,feellim,
6,기본미적감각이있으신분이시네여ㅋㅋ지금인테리어영상들한참찾다가여기서헉하고갑니다ㅋㅋ,2,feellim,
7,적절한블랙톤의집을보고자왔다가블랙그자체를보고감탄하며나갑니다,1,feellim,
8,헉글씨체너무예쁘세요영상이너무감성감성해서느낌이좋아요ㅠ자주올께요,2,feellim,
9,집에서살림하는사람보다도구들이더완벽한듯해요블랙갬성자취생활화이팅입니다,1,feellim,
10,오진짜갬성브이로그이시다잘보고라이크누르고가여헤헤,1,feellim,
11,안녕하세요영상미무엇진짜감성자극브이로그네요영상을찍고있는저로서갠적으로진짜배울게많았던브이로그였어요색감이며구도며진짜이쁘네요영상끝까지집중해서잼게보고갑니당ㅎㅎ행복한일들만가득한월되시길진심으로응원하고갈께요,1,feellim,
12,저도나중에커서자취하면이렇게블랙으로할려고생각하는데손톱깎이랑보고너무충격적이였어요ㅋㅋㅋㅋ잘보고갑니다,0,feellim,
13,특히나생필품은블랙을찾기좀번거로웠을텐데진정블랙덕후시네요ㅋㅋㅋ블랙칼멋집니다,5,feellim,
14,역시블랙이최고지하얀빨강등등다른색과도잘어울리고요,0,feellim,
15,하아블랙부르는울림마저완벽하다마음의평화와평안을얻었다완벽해,0,feellim,
16,잔잔한영상을보고나니내소소한일상도소중히보게되네요좋은영상많이올려주세요,1,feellim,
17,너무깜찍해요역시블랙이깔끔한색상이긴하죠꿈의인테리어네요,0,feellim,
18,갬성과센스를장착한김종국,1,feellim,
19,하ㅜㅜㅜ보기만해도행복해요ㅜㅜ,1,feellim,
0,비오는갬성완전좋아요진짜대강챙겨먹지않고주부보다더제대로식사하네요만들랴찍으랴먹을때되면아사일보직전이아닐까슬쩍걱정된다능,1,feellim,
1,오늘도역시너무너무예쁜감성적인브이로그에요어쩜이렇게저펜소리너무좋아요ㅠ,0,feellim,
2,인트로빗소리부터정말취향저격이에요너무예쁜영상영상보니바로부침개먹고싶어져요ㅎㅎ다음영상도기대할게요,0,feellim,
3,우와썸네일부터맘에들어서봤는데영상완전감성터진다요구독하고갑니다,2,feellim,
4,인트로부터감성터져요김치전기름자작하게해서정말잘구우시네요마카롱밥솥민트색도있군요전민트색마니아ㅋㅋ역시엄마의정성은보통엄마가주시는것만먹기마련인데이렇게잘챙기면엄마가참뿌듯하실것같네요듣기좋은소음끝까지잘봤어요,2,feellim,
5,인트로부분글씨쓰시는거넘나좋아요감성터지는브이로그,1,feellim,
6,썸네일이다감각적이네요제가좋아하는감성이에요구독하고가요소통하고지내면좋겠어요,0,feellim,
7,김치전에막걸리가빠졋네요ㅋㅋ비오는날에카메라들어본적이없는데이번장마때한번찍어봐야겟어요,6,feellim,
8,저비오는브이로그보는거좋아하는데ㅠㅠ앞에인트로감성은또모죠ㅠㅠ,1,feellim,
9,ㅎㅎㅎㅎ힐링이에요구독하고갑니다,0,feellim,
10,이제본격적으로장마철이네요더위조심하세요형님ㅋㅋ,0,feellim,
11,댓글보다가이웃하고자놀러왔습니다제가먼저종선물놓고갑니다제채널에도놀러오세요잘되기를응원합니다오늘도좋은하루되세요,0,feellim,
12,왕밥통정보가궁금해요,0,feellim,
13,안녕하세요채널처음들어왔어요수신함에하트하고답글보내주세요필림님,0,feellim,
0,동네가까운곳다니고집에서쉬고이게천국입니당ㅋㅋㅋㅋㅋ저도취미로캘리하는데반가워요펜촉느낌진짜좋져사각사각,4,feellim,
1,,0,feellim,
2,포근하고따뜻한영상같아요즐거운주말되셔요,0,feellim,
3,크으완전분위기있는브이로그네요ㅎㅎ,1,feellim,
4,편집이되게예뻐여,0,feellim,
5,보고있으니마음이차분해지네요++오아,0,feellim,
6,소품이나가전이다블랙이라도시남성의느낌이느껴져요채도낮은색감도좋구요,0,feellim,
7,영상이왤케이뻐욤혼자조조ㅎㅎ혼영좋죵ㅎㅎ구독하구가욤,0,feellim,
8,플레이팅감각있으셔요프렌치토스트해먹어야겠어요저두필름붙이는거신기하네요가운데만누르면쓱붙여지고요,2,feellim,
9,,1,feellim,
10,시리야갤럭시노트새로나온데이런귀여운마무리,0,feellim,
11,궁금한게있는데필림님도캘리그라피따로배우셨나요,1,feellim,
12,그갤노트오늘사전예약했어요ㅋ햇반먹지말고밥해드세요,0,feellim,
13,집에서는거의블랙스트라이프티셔츠를입으시네요,0,feellim,
14,인스타주소뭐에요,0,feellim,
15,왜차는화이트인거죠,0,feellim,
0,,0,feellim,
1,펜글씨두잘하시구영상도너무잘만드시네요이영상을보니야구도너무보러가고싶네요,0,feellim,
2,팔도라볶이는처음봐요궁금해지는데요저도담에사먹어봐야겠어요ㅎ장미단무지너무로맨틱한데요사회보실때목소리가완전아나운서같아요굿저도이번달까지만하면드디어조금휴식할수있는데고생후의휴식이라더달콤하겠죵화이팅하세요,0,feellim,
3,우와펜글씨너무잘쓰셔서놀랬어용ㅋㅋㅋ영상에분위기를넣으셔서더욱더보기좋았어용,1,feellim,
4,영상잘보고갑니다영상의장면과음악이잘어우러져요모든행동하나하나에감성이묻어있는거같아요저도브이로거초보인데많은거배워갑니다종종시청할게요화이팅입니다,0,feellim,
5,키야영상도너무이쁘고글씨도너무잘쓰시고,0,feellim,
6,펜글씨가너무예쁘네요아기자기하게재밌게사시는삶을응원합니다,0,feellim,
7,특유의감성이참좋았는데새영상이올라오길조심스럽게기다려봅니다,2,feellim,
8,떡국떡넣은떡볶이저도넘좋아해요헤헤단무지꽃너무에쁜거아닌가요다음영상도기대할게요,2,feellim,
9,다른채널에비해영상이고급져보이는거는저만의느낌인가여참좋으네요저두한수배우고싶네요즐거운일요일오후되시구요,0,feellim,
10,부산을가셨군요제고향을이리보니좋네요고생후휴식은달지요하지만요즘그단맛을느껴보기도전에시간이금방가는거같아요전조금천천히단맛을즐기고싶은데,5,feellim,
11,헐인스타팔로우한지년도더됐는데이렇게유튜브에서도볼줄이야손글씨보고깜짝놀라서채널이름보니까역시나팬입니단,0,feellim,
12,잘보고있습니다영상미가너무좋아요자주좀올려주세요,0,feellim,
13,룸투어동영상보고싶어여어떻게꾸미셨는지궁금해용,0,feellim,
14,라볶이ㅋㅋㅋ진자근레에못본것같아요치즈올리는데서놀라고냄비받침에한번ㅋㅋ마지막으로쌈무ㅋㅋㅋ저꽃모양어케한거죠ㅎㅎㅎ대단해요엄지척ㅎㅎ잘보고가요,0,feellim,
15,이제더이상영상안올라오나요영상분위기가너무취향이라더보고싶어요집에서달고나커피만들어조요,0,feellim,
16,언제쯤돌아오실까여보고싶어요,1,feellim,
17,크토스트기,0,feellim,
18,떡이같이들어있는라면인가요,0,feellim,
0,인스타에서좋은글잘보고있어요유투브동영상업로드하셨다길래구경왔는데예상치못하게빵터져버렸어요ㅋㅋㅋㅋㅋ대충살지않는자취생활응원합니다나도대충살기는이제그만해야지ㅠ,0,feellim,
1,편집하는게너무좋아요평온해지고구독좋아요항상하고잇습니다처음글씨쓰는소리도너무좋은거같아요,0,feellim,
2,아너무웃겨요드릴케이스큰웃음주시네요ㅎㅎ도대체왜이리많이사는거에요,2,feellim,
3,ㅎㅎㅎㅎㅎㅎㅎㅎ코빅팬이시구나글씨처럼정갈한살림자주올려주세요,0,feellim,
4,대충살지않기라고하고왜흔들리는의자는나중에고민하는거죠ㅋㅋㅋㅋㅋㅋㅋㅋㅋ영상재밌게봤습니다,1,feellim,
5,평온한영상인데분노가전해집니다,0,feellim,
